6,100,24,1,1481745.0,75,0.3229200839996338,3985.0,6.0,8.0,24.0,26.0,8.0,3.0,2.0,8.0,12.0,2.0,1.0,0.0
6,100,24,2,1321329.0,75,0.6508278846740723,3794.0,11.0,14.0,21.0,24.0,4.0,1.0,0.0,6.0,8.0,6.0,5.0,0.0
6,100,24,3,1371339.0,76,0.43296003341674805,3905.0,3.0,20.0,15.0,20.0,16.0,2.0,6.0,4.0,5.0,8.0,1.0,0.0
6,100,24,4,1402163.0,82,0.12218999862670898,3661.0,8.0,22.0,26.0,16.0,8.0,2.0,3.0,6.0,4.0,3.0,2.0,0.0
6,100,24,5,1384382.0,79,0.2524569034576416,3990.0,3.0,19.0,33.0,16.0,4.0,4.0,1.0,7.0,4.0,7.0,2.0,0.0
6,100,24,6,1485554.0,81,0.14697003364562988,3768.0,8.0,20.0,22.0,21.0,9.0,1.0,4.0,5.0,5.0,2.0,2.0,1.0
6,100,24,7,1330386.0,76,0.17882919311523438,3780.0,6.0,17.0,23.0,22.0,8.0,0.0,4.0,6.0,11.0,2.0,1.0,0.0
6,100,24,8,1440754.0,82,0.1484668254852295,3778.0,8.0,16.0,31.0,20.0,5.0,2.0,3.0,5.0,8.0,1.0,1.0,0.0
6,100,24,9,1416347.0,78,0.12654995918273926,3664.0,6.0,16.0,30.0,18.0,6.0,2.0,7.0,4.0,7.0,3.0,1.0,0.0
6,100,24,10,1404787.0,78,0.22162580490112305,3857.0,8.0,21.0,21.0,20.0,8.0,0.0,0.0,5.0,7.0,9.0,1.0,0.0
6,200,36,1,2688860.0,154,0.6690800189971924,14841.0,17.0,46.0,43.0,31.0,12.0,5.0,5.0,7.0,21.0,12.0,1.0,0.0
6,200,36,2,2633346.0,149,1.3867700099945068,15349.0,14.0,33.0,53.0,31.0,14.0,4.0,5.0,12.0,24.0,9.0,1.0,0.0
6,200,36,3,2740709.0,149,0.5399069786071777,14686.0,19.0,32.0,48.0,35.0,8.0,7.0,9.0,14.0,17.0,8.0,2.0,1.0
6,200,36,4,2899439.0,153,2.3823840618133545,15220.0,13.0,32.0,50.0,36.0,18.0,4.0,10.0,14.0,8.0,8.0,7.0,0.0
6,200,36,5,2790560.0,154,1.8308000564575195,15431.0,13.0,36.0,52.0,34.0,12.0,7.0,4.0,13.0,16.0,8.0,5.0,0.0
6,200,36,6,2644453.0,156,2.278738021850586,15156.0,13.0,34.0,50.0,43.0,14.0,2.0,9.0,12.0,14.0,7.0,2.0,0.0
6,200,36,7,2786487.0,155,0.5547850131988525,15293.0,10.0,46.0,43.0,34.0,19.0,3.0,7.0,10.0,17.0,9.0,2.0,0.0
6,200,36,8,2594676.0,146,2.2212250232696533,15571.0,7.0,36.0,54.0,37.0,12.0,0.0,7.0,16.0,8.0,16.0,5.0,2.0
6,200,36,9,2786169.0,153,0.6999471187591553,15410.0,16.0,31.0,53.0,39.0,11.0,3.0,4.0,7.0,20.0,10.0,5.0,1.0
6,200,36,10,2671894.0,157,1.4314439296722412,15230.0,17.0,33.0,53.0,33.0,16.0,5.0,5.0,12.0,16.0,8.0,2.0,0.0
6,300,48,1,4189101.0,225,5.045605182647705,35954.0,15.0,45.0,73.0,67.0,21.0,4.0,6.0,21.0,25.0,13.0,9.0,1.0
6,300,48,2,4079421.0,221,6.013712167739868,35199.0,14.0,52.0,69.0,58.0,23.0,5.0,8.0,23.0,24.0,15.0,8.0,1.0
6,300,48,3,4080793.0,227,1.9604859352111816,34861.0,16.0,54.0,72.0,48.0,34.0,3.0,12.0,20.0,19.0,12.0,8.0,2.0
6,300,48,4,4025021.0,227,5.66221809387207,35320.0,23.0,45.0,77.0,54.0,26.0,2.0,5.0,17.0,29.0,11.0,9.0,2.0
6,300,48,5,4205544.0,226,7.076058864593506,36060.0,13.0,46.0,81.0,56.0,22.0,8.0,6.0,17.0,23.0,21.0,7.0,0.0
