7,100,28,1,1547218.0,77,0.12477993965148926,4025.0,3.0,8.0,25.0,22.0,11.0,8.0,0.0,0.0,8.0,6.0,7.0,2.0,0.0,0.0
7,100,28,2,1647226.0,83,0.1369178295135498,3935.0,8.0,10.0,20.0,23.0,15.0,6.0,1.0,1.0,2.0,7.0,4.0,3.0,0.0,0.0
7,100,28,3,1529603.0,77,0.2749760150909424,3992.0,5.0,15.0,19.0,20.0,14.0,3.0,1.0,0.0,1.0,7.0,12.0,1.0,1.0,1.0
7,100,28,4,1579568.0,83,0.15261387825012207,4028.0,3.0,15.0,27.0,17.0,14.0,6.0,1.0,0.0,0.0,10.0,4.0,2.0,1.0,0.0
7,100,28,5,1535296.0,83,0.14440584182739258,3720.0,8.0,15.0,17.0,25.0,14.0,4.0,0.0,3.0,6.0,4.0,2.0,2.0,0.0,0.0
7,100,28,6,1535559.0,80,0.12667489051818848,3872.0,4.0,14.0,22.0,22.0,10.0,8.0,0.0,3.0,4.0,6.0,6.0,0.0,1.0,0.0
7,100,28,7,1758400.0,76,0.13769793510437012,4006.0,3.0,11.0,22.0,24.0,12.0,4.0,0.0,1.0,5.0,7.0,7.0,4.0,0.0,0.0
7,100,28,8,1600683.0,84,0.27767395973205566,4078.0,4.0,11.0,25.0,24.0,16.0,4.0,0.0,1.0,5.0,1.0,6.0,2.0,1.0,0.0
7,100,28,9,1576209.0,75,0.4945640563964844,3949.0,1.0,16.0,17.0,18.0,13.0,9.0,1.0,4.0,3.0,9.0,5.0,2.0,2.0,0.0
7,100,28,10,1644611.0,80,0.12432003021240234,3813.0,6.0,14.0,19.0,21.0,12.0,7.0,1.0,3.0,3.0,7.0,5.0,1.0,1.0,0.0
7,200,42,1,3174242.0,145,0.5495409965515137,16243.0,4.0,24.0,34.0,48.0,26.0,7.0,2.0,3.0,10.0,20.0,13.0,4.0,5.0,0.0
7,200,42,2,3158517.0,152,1.5819120407104492,15930.0,8.0,24.0,39.0,43.0,31.0,6.0,1.0,1.0,15.0,13.0,13.0,6.0,0.0,0.0
7,200,42,3,3213446.0,149,0.9839961528778076,15693.0,11.0,19.0,37.0,45.0,24.0,11.0,2.0,6.0,9.0,13.0,9.0,11.0,2.0,1.0
7,200,42,4,3060590.0,142,0.9867830276489258,16249.0,6.0,22.0,38.0,35.0,27.0,12.0,2.0,1.0,11.0,19.0,17.0,8.0,2.0,0.0
7,200,42,5,3274739.0,149,1.427217960357666,16401.0,3.0,21.0,32.0,54.0,27.0,10.0,2.0,3.0,13.0,18.0,9.0,7.0,1.0,0.0
7,200,42,6,3125920.0,156,1.3156838417053223,15468.0,10.0,31.0,39.0,42.0,25.0,8.0,1.0,6.0,2.0,16.0,7.0,9.0,4.0,0.0
7,200,42,7,3269784.0,148,0.8597860336303711,16081.0,7.0,17.0,43.0,41.0,32.0,6.0,2.0,3.0,11.0,21.0,10.0,6.0,1.0,0.0
7,200,42,8,3060543.0,147,1.507741928100586,16125.0,5.0,17.0,46.0,48.0,19.0,12.0,0.0,3.0,13.0,15.0,10.0,9.0,2.0,1.0
7,200,42,9,3159486.0,148,2.7015419006347656,15883.0,8.0,26.0,33.0,42.0,30.0,8.0,1.0,3.0,7.0,19.0,15.0,3.0,5.0,0.0
7,200,42,10,3304433.0,141,0.8178210258483887,16189.0,6.0,14.0,31.0,52.0,32.0,5.0,1.0,4.0,14.0,16.0,12.0,11.0,1.0,1.0
7,300,56,1,4689204.0,228,5.17593789100647,35953.0,13.0,39.0,53.0,72.0,37.0,10.0,4.0,1.0,17.0,24.0,16.0,11.0,2.0,1.0
7,300,56,2,4708246.0,228,11.065030097961426,35640.0,13.0,38.0,65.0,55.0,39.0,12.0,6.0,2.0,16.0,24.0,17.0,10.0,2.0,1.0
