7,100,28,1,12866.0,73,0.14606785774230957,3861.0,5.0,13.0,20.0,20.0,9.0,6.0,0.0,2.0,4.0,8.0,11.0,2.0,0.0,0.0
7,100,28,2,14266.0,75,0.21207809448242188,3768.0,6.0,10.0,22.0,19.0,16.0,2.0,0.0,5.0,5.0,3.0,4.0,5.0,3.0,0.0
7,100,28,3,13678.0,76,0.15429401397705078,3868.0,4.0,11.0,23.0,25.0,11.0,2.0,0.0,2.0,8.0,6.0,6.0,2.0,0.0,0.0
7,100,28,4,14598.0,75,0.1833188533782959,4108.0,2.0,11.0,18.0,21.0,14.0,7.0,2.0,1.0,6.0,9.0,5.0,4.0,0.0,0.0
7,100,28,5,12611.0,76,0.14833807945251465,3936.0,8.0,8.0,21.0,17.0,16.0,6.0,0.0,0.0,3.0,12.0,6.0,3.0,0.0,0.0
7,100,28,6,13825.0,79,0.18616294860839844,3925.0,3.0,17.0,22.0,20.0,12.0,4.0,1.0,3.0,4.0,7.0,3.0,3.0,1.0,0.0
7,100,28,7,13880.0,80,1.4547779560089111,3892.0,5.0,13.0,27.0,28.0,3.0,3.0,1.0,0.0,6.0,5.0,4.0,4.0,1.0,0.0
7,100,28,8,12919.0,81,0.14570188522338867,3740.0,5.0,22.0,28.0,15.0,9.0,2.0,0.0,0.0,5.0,5.0,7.0,2.0,0.0,0.0
7,100,28,9,13928.0,78,0.458935022354126,3970.0,4.0,10.0,20.0,18.0,17.0,9.0,0.0,2.0,5.0,9.0,3.0,3.0,0.0,0.0
7,100,28,10,13847.0,81,0.19643020629882812,3907.0,5.0,14.0,24.0,20.0,17.0,0.0,1.0,2.0,1.0,8.0,7.0,1.0,0.0,0.0
7,200,42,1,26507.0,142,3.7993669509887695,15782.0,9.0,28.0,33.0,29.0,34.0,8.0,1.0,3.0,13.0,17.0,16.0,3.0,6.0,0.0
7,200,42,2,26286.0,158,0.8810081481933594,15122.0,15.0,26.0,42.0,37.0,27.0,9.0,2.0,6.0,9.0,7.0,11.0,7.0,2.0,0.0
7,200,42,3,28110.0,153,0.7542290687561035,15746.0,10.0,31.0,33.0,29.0,37.0,12.0,1.0,2.0,8.0,17.0,12.0,8.0,0.0,0.0
7,200,42,4,27111.0,153,0.5963459014892578,15806.0,12.0,23.0,41.0,41.0,27.0,8.0,1.0,0.0,11.0,14.0,16.0,5.0,1.0,0.0
7,200,42,5,27277.0,144,0.6079940795898438,15807.0,13.0,17.0,36.0,38.0,26.0,12.0,2.0,4.0,7.0,18.0,14.0,10.0,3.0,0.0
7,200,42,6,26611.0,143,5.857868909835815,16350.0,2.0,23.0,36.0,47.0,26.0,8.0,1.0,2.0,14.0,16.0,17.0,6.0,2.0,0.0
7,200,42,7,27083.0,156,1.349261999130249,16273.0,6.0,19.0,54.0,43.0,24.0,7.0,3.0,3.0,7.0,15.0,14.0,5.0,0.0,0.0
7,200,42,8,27566.0,146,1.6692688465118408,15650.0,8.0,20.0,54.0,30.0,31.0,3.0,0.0,4.0,13.0,15.0,8.0,12.0,2.0,0.0
7,200,42,9,27764.0,142,4.537024974822998,16204.0,7.0,20.0,39.0,42.0,26.0,8.0,0.0,3.0,6.0,19.0,16.0,9.0,4.0,1.0
7,200,42,10,27360.0,150,0.509876012802124,15380.0,10.0,34.0,36.0,37.0,22.0,10.0,1.0,3.0,9.0,19.0,12.0,5.0,1.0,1.0
7,300,56,1,40674.0,228,16.641578912734985,35002.0,18.0,35.0,58.0,65.0,42.0,9.0,1.0,7.0,16.0,14.0,17.0,14.0,4.0,0.0
7,300,56,2,41447.0,206,16.27338695526123,37110.0,7.0,28.0,54.0,62.0,34.0,19.0,2.0,3.0,19.0,23.0,24.0,18.0,6.0,1.0
7,300,56,3,41082.0,215,16.89518094062805,36202.0,9.0,35.0,59.0,60.0,37.0,11.0,4.0,6.0,16.0,23.0,21.0,14.0,5.0,0.0
7,300,56,4,41352.0,226,5.913712978363037,35808.0,15.0,33.0,63.0,55.0,44.0,14.0,2.0,2.0,18.0,21.0,19.0,13.0,1.0,0.0
7,300,56,5,41679.0,229,11.472948789596558,35747.0,14.0,42.0,56.0,55.0,39.0,18.0,5.0,1.0,17.0,22.0,17.0,13.0,1.0,0.0
7,300,56,6,40055.0,218,18.821626901626587,36223.0,9.0,28.0,65.0,70.0,35.0,11.0,0.0,2.0,23.0,20.0,26.0,11.0,0.0,0.0
7,300,56,7,42871.0,225,9.047006130218506,35845.0,10.0,38.0,62.0,61.0,42.0,10.0,2.0,5.0,15.0,22.0,25.0,7.0,1.0,0.0
7,300,56,8,41056.0,214,9.661412954330444,35601.0,13.0,32.0,60.0,57.0,36.0,15.0,1.0,5.0,14.0,34.0,24.0,7.0,1.0,1.0
7,300,56,9,38902.0,224,15.748910903930664,36288.0,10.0,41.0,49.0,63.0,47.0,14.0,0.0,1.0,16.0,25.0,22.0,8.0,3.0,1.0
7,300,56,10,41434.0,226,17.120623111724854,34902.0,13.0,40.0,63.0,59.0,33.0,17.0,1.0,8.0,13.0,26.0,14.0,10.0,3.0,0.0
7,400,70,1,55338.0,299,50.085511922836304,62894.0,23.0,42.0,79.0,83.0,56.0,12.0,4.0,7.0,20.0,27.0,28.0,16.0,3.0,0.0
7,400,70,2,55653.0,299,91.2131781578064,64274.0,14.0,44.0,93.0,76.0,57.0,12.0,3.0,2.0,26.0,28.0,23.0,16.0,3.0,3.0
7,400,70,3,54022.0,302,27.003270149230957,63045.0,19.0,45.0,85.0,95.0,44.0,11.0,3.0,7.0,21.0,28.0,20.0,17.0,5.0,0.0
7,400,70,4,55068.0,285,171.8043110370636,65001.0,13.0,43.0,68.0,87.0,61.0,10.0,3.0,7.0,16.0,33.0,32.0,18.0,9.0,0.0
7,400,70,5,55129.0,284,240.64383816719055,64103.0,17.0,42.0,62.0,85.0,47.0,30.0,1.0,4.0,30.0,28.0,26.0,24.0,2.0,2.0
7,400,70,6,56738.0,305,29.667642831802368,63199.0,21.0,46.0,78.0,88.0,54.0,15.0,3.0,7.0,18.0,28.0,24.0,14.0,2.0,2.0
7,400,70,7,54173.0,304,31.885406970977783,63473.0,17.0,50.0,84.0,85.0,52.0,15.0,1.0,9.0,13.0,31.0,29.0,11.0,3.0,0.0
7,400,70,8,53673.0,289,55.0549590587616,63384.0,14.0,50.0,74.0,88.0,46.0,16.0,1.0,6.0,24.0,30.0,38.0,12.0,1.0,0.0
7,400,70,9,56352.0,295,32.12336587905884,63027.0,17.0,54.0,76.0,82.0,47.0,17.0,2.0,5.0,19.0,37.0,25.0,17.0,2.0,0.0
7,400,70,10,59332.0,281,525.3433301448822,65493.0,11.0,31.0,68.0,88.0,60.0,21.0,2.0,7.0,24.0,31.0,32.0,18.0,7.0,0.0
7,500,84,1,68676.0,377,69.78808403015137,98404.0,29.0,63.0,101.0,97.0,70.0,16.0,1.0,9.0,12.0,43.0,33.0,15.0,9.0,2.0
7,500,84,2,70129.0,371,347.0391569137573,100557.0,22.0,42.0,110.0,111.0,63.0,22.0,1.0,9.0,22.0,38.0,36.0,17.0,3.0,4.0
7,500,84,3,70469.0,376,53.29772090911865,99381.0,19.0,62.0,100.0,105.0,71.0,15.0,4.0,9.0,23.0,43.0,28.0,13.0,7.0,1.0
7,500,84,4,73572.0,356,489.61203789711,102859.0,14.0,46.0,99.0,97.0,74.0,22.0,4.0,6.0,19.0,50.0,38.0,22.0,9.0,0.0
7,500,84,5,72398.0,365,101.90884017944336,99108.0,21.0,50.0,102.0,96.0,71.0,24.0,1.0,12.0,25.0,41.0,38.0,16.0,3.0,0.0
7,500,84,6,69172.0,393,31.615785837173462,98617.0,21.0,53.0,123.0,122.0,64.0,8.0,2.0,10.0,28.0,31.0,23.0,11.0,4.0,0.0
7,500,84,7,69629.0,376,66.73844718933105,98539.0,20.0,61.0,109.0,95.0,69.0,21.0,1.0,11.0,24.0,38.0,30.0,14.0,7.0,0.0
7,500,84,8,71344.0,360,87.44590497016907,102512.0,11.0,51.0,102.0,95.0,71.0,25.0,5.0,9.0,23.0,40.0,37.0,23.0,7.0,1.0
7,500,84,9,73082.0,369,283.9655499458313,100288.0,18.0,51.0,102.0,98.0,65.0,31.0,4.0,9.0,29.0,36.0,36.0,18.0,1.0,2.0
