3,100,12,1,758400.0,78,0.12197208404541016,3547.0,30.0,30.0,18.0,11.0,7.0,4.0
3,100,12,2,770600.0,83,0.10059595108032227,3487.0,33.0,37.0,13.0,9.0,3.0,5.0
3,100,12,3,822900.0,74,0.10564208030700684,3398.0,31.0,27.0,16.0,14.0,8.0,4.0
3,100,12,4,833300.0,84,0.08240485191345215,3688.0,30.0,39.0,15.0,4.0,12.0,0.0
3,100,12,5,855100.0,74,0.14691996574401855,3649.0,25.0,29.0,20.0,12.0,10.0,4.0
3,100,12,6,743600.0,80,0.08821296691894531,3283.0,38.0,30.0,12.0,8.0,11.0,1.0
3,100,12,7,789200.0,79,0.08965086936950684,3468.0,34.0,32.0,13.0,7.0,12.0,2.0
3,100,12,8,781200.0,76,0.11150097846984863,3395.0,32.0,28.0,16.0,12.0,10.0,2.0
3,100,12,9,781500.0,82,0.10047411918640137,3540.0,31.0,37.0,14.0,9.0,6.0,3.0
3,100,12,10,766900.0,86,0.07953691482543945,3113.0,40.0,37.0,9.0,11.0,3.0,0.0
3,200,18,1,1553600.0,151,1.0884461402893066,14641.0,49.0,78.0,24.0,21.0,24.0,4.0
3,200,18,2,1480400.0,145,0.569227933883667,13789.0,52.0,69.0,24.0,32.0,17.0,6.0
3,200,18,3,1488600.0,156,0.3562140464782715,12923.0,64.0,76.0,16.0,32.0,8.0,4.0
3,200,18,4,1506400.0,134,0.37186598777770996,13075.0,56.0,62.0,16.0,36.0,21.0,9.0
3,200,18,5,1577100.0,151,0.9625558853149414,13886.0,56.0,78.0,17.0,23.0,22.0,4.0
3,200,18,6,1465100.0,158,0.31597900390625,13521.0,68.0,68.0,22.0,20.0,20.0,2.0
3,200,18,7,1519100.0,146,0.3760960102081299,13541.0,66.0,55.0,25.0,22.0,24.0,8.0
3,200,18,8,1464900.0,151,1.0202250480651855,14119.0,50.0,76.0,25.0,28.0,18.0,3.0
3,200,18,9,1579500.0,152,0.42537498474121094,13952.0,64.0,60.0,28.0,20.0,20.0,8.0
3,200,18,10,1508900.0,140,0.4397239685058594,13915.0,55.0,62.0,23.0,26.0,27.0,7.0
3,300,24,1,2224200.0,213,1.1272001266479492,30924.0,78.0,95.0,40.0,51.0,30.0,6.0
3,300,24,2,2221700.0,223,1.909109115600586,30169.0,97.0,93.0,33.0,39.0,28.0,10.0
3,300,24,3,2305600.0,223,0.8413381576538086,30954.0,95.0,85.0,43.0,37.0,31.0,9.0
3,300,24,4,2205300.0,223,2.881635904312134,30753.0,95.0,93.0,35.0,35.0,32.0,10.0
3,300,24,5,2225800.0,218,0.8119499683380127,31776.0,80.0,100.0,38.0,38.0,35.0,9.0
3,300,24,6,2289800.0,220,0.8757140636444092,29393.0,90.0,106.0,24.0,49.0,24.0,7.0
3,300,24,7,2297400.0,221,0.9754230976104736,29931.0,90.0,106.0,25.0,44.0,23.0,12.0
3,300,24,8,2183800.0,225,0.7019550800323486,29596.0,105.0,88.0,32.0,38.0,27.0,10.0
3,300,24,9,2190200.0,216,0.8314659595489502,29777.0,96.0,90.0,30.0,41.0,36.0,7.0
3,300,24,10,2228200.0,230,3.8149561882019043,29626.0,108.0,90.0,32.0,32.0,34.0,4.0
3,400,30,1,2889400.0,286,6.483039140701294,54879.0,101.0,135.0,50.0,71.0,33.0,10.0
3,400,30,2,2980000.0,280,5.54780912399292,54719.0,113.0,121.0,46.0,55.0,56.0,9.0
3,400,30,3,3056300.0,280,1.4349279403686523,54943.0,104.0,133.0,43.0,66.0,38.0,16.0
3,400,30,4,2944300.0,284,1.6077239513397217,56583.0,101.0,132.0,51.0,56.0,50.0,10.0
3,400,30,5,2949300.0,294,5.416984796524048,54384.0,110.0,137.0,47.0,67.0,30.0,9.0
3,400,30,6,3024800.0,289,3.598931074142456,55666.0,111.0,133.0,45.0,53.0,43.0,15.0
3,400,30,7,3007100.0,291,1.793665885925293,55393.0,112.0,135.0,44.0,53.0,43.0,13.0
3,400,30,8,2977000.0,293,3.288245916366577,53178.0,116.0,140.0,37.0,63.0,37.0,7.0
3,400,30,9,2990700.0,298,3.4741530418395996,55032.0,122.0,126.0,50.0,53.0,33.0,16.0
3,400,30,10,2893900.0,296,4.359728097915649,54218.0,128.0,125.0,43.0,50.0,42.0,12.0
3,500,36,1,3715300.0,357,14.169598817825317,84985.0,141.0,167.0,49.0,73.0,56.0,14.0
3,500,36,2,3797200.0,370,9.458287000656128,85909.0,147.0,160.0,63.0,71.0,42.0,17.0
3,500,36,3,3687400.0,356,8.567893981933594,87143.0,134.0,164.0,58.0,75.0,43.0,26.0
3,500,36,4,3761500.0,367,14.436561822891235,83439.0,151.0,159.0,57.0,78.0,42.0,13.0
3,500,36,5,3686800.0,357,4.442616939544678,85075.0,143.0,154.0,60.0,78.0,52.0,13.0
3,500,36,6,3718700.0,377,2.4083809852600098,84837.0,150.0,175.0,52.0,67.0,49.0,7.0
3,500,36,7,3758800.0,367,3.0751709938049316,83831.0,158.0,155.0,54.0,69.0,49.0,15.0
3,500,36,8,3782200.0,350,10.998368978500366,89589.0,125.0,162.0,63.0,67.0,61.0,22.0
3,500,36,9,3807700.0,358,2.5022449493408203,85257.0,133.0,178.0,47.0,76.0,58.0,8.0
3,500,36,10,3739600.0,350,3.4399988651275635,86316.0,130.0,158.0,62.0,81.0,55.0,14.0
3,600,42,1,4429000.0,440,15.285615921020508,122431.0,182.0,196.0,62.0,77.0,64.0,19.0
3,600,42,2,4468500.0,446,10.083514928817749,123519.0,182.0,194.0,70.0,78.0,55.0,21.0
