6,100,24,1,1483800.0,75,0.16618680953979492,3985.0,6.0,8.0,24.0,26.0,8.0,3.0,2.0,8.0,12.0,2.0,1.0,0.0
6,100,24,2,1323200.0,75,1.0965170860290527,3794.0,11.0,14.0,21.0,24.0,4.0,1.0,0.0,6.0,8.0,6.0,5.0,0.0
6,100,24,3,1373500.0,76,0.7097651958465576,3905.0,3.0,20.0,15.0,20.0,16.0,2.0,6.0,4.0,5.0,8.0,1.0,0.0
6,100,24,4,1404400.0,82,0.14860010147094727,3661.0,8.0,22.0,26.0,16.0,8.0,2.0,3.0,6.0,4.0,3.0,2.0,0.0
6,100,24,5,1386400.0,79,0.6836838722229004,3990.0,3.0,19.0,33.0,16.0,4.0,4.0,1.0,7.0,4.0,7.0,2.0,0.0
6,100,24,6,1487600.0,81,0.16488885879516602,3768.0,8.0,20.0,22.0,21.0,9.0,1.0,4.0,5.0,5.0,2.0,2.0,1.0
6,100,24,7,1332400.0,76,0.21458792686462402,3780.0,6.0,17.0,23.0,22.0,8.0,0.0,4.0,6.0,11.0,2.0,1.0,0.0
6,100,24,8,1442800.0,82,0.12901902198791504,3778.0,8.0,16.0,32.0,19.0,5.0,2.0,3.0,5.0,7.0,2.0,1.0,0.0
6,100,24,9,1418200.0,78,0.2065141201019287,3664.0,6.0,16.0,30.0,18.0,6.0,2.0,7.0,4.0,7.0,3.0,1.0,0.0
6,100,24,10,1406600.0,78,0.5187427997589111,3857.0,8.0,21.0,21.0,20.0,8.0,0.0,0.0,5.0,7.0,9.0,1.0,0.0
6,200,36,1,2692200.0,154,0.735400915145874,14841.0,17.0,46.0,43.0,31.0,12.0,5.0,5.0,7.0,21.0,12.0,1.0,0.0
6,200,36,2,2636800.0,149,1.6922099590301514,15349.0,14.0,33.0,53.0,31.0,14.0,4.0,5.0,12.0,24.0,9.0,1.0,0.0
6,200,36,3,2744400.0,149,0.4936561584472656,14686.0,19.0,32.0,48.0,35.0,8.0,7.0,9.0,14.0,17.0,8.0,2.0,1.0
6,200,36,4,2903000.0,153,5.252547025680542,15220.0,13.0,32.0,50.0,36.0,18.0,4.0,10.0,14.0,8.0,8.0,7.0,0.0
6,200,36,5,2794600.0,154,2.07499098777771,15431.0,13.0,36.0,52.0,34.0,12.0,7.0,4.0,13.0,16.0,8.0,5.0,0.0
6,200,36,6,2648100.0,156,3.2558908462524414,15156.0,13.0,34.0,50.0,43.0,14.0,2.0,9.0,12.0,14.0,7.0,2.0,0.0
6,200,36,7,2790200.0,155,0.559985876083374,15293.0,10.0,46.0,43.0,34.0,19.0,3.0,7.0,10.0,17.0,9.0,2.0,0.0
6,200,36,8,2598200.0,146,6.501269102096558,15571.0,7.0,36.0,54.0,38.0,11.0,0.0,7.0,16.0,8.0,15.0,6.0,2.0
6,200,36,9,2790000.0,153,0.6227309703826904,15410.0,16.0,31.0,53.0,39.0,11.0,3.0,4.0,7.0,20.0,10.0,5.0,1.0
6,200,36,10,2675500.0,157,2.889925956726074,15230.0,17.0,33.0,53.0,33.0,16.0,5.0,5.0,12.0,16.0,8.0,2.0,0.0
